10/5/2020;12:57:44;70,41971483870968;344,94481524926687;
10/5/2020;12:57:45;70,41971483870968;384,3084516129032;
10/5/2020;12:57:46;70,41971483870968;426,2116774193548;
10/5/2020;12:57:47;70,74229548387098;480,8128504398827;
10/5/2020;12:57:48;70,74229548387098;530,33484457478;
10/5/2020;12:57:49;70,74229548387098;529,9115796676441;
10/5/2020;12:57:50;114,93584387096774;529,9115796676441;
10/5/2020;12:57:51;144,93584387096772;530,33484457478;
10/5/2020;12:57:52;100,74229548387098;529,9115796676441;
10/5/2020;12:57:53;78,16165032258066;506,63200977517107;
10/5/2020;12:57:54;78,16165032258066;468,5381681329423;
10/5/2020;12:57:55;59,12939225806451;468,5381681329423;
10/5/2020;12:57:56;174,29068258064515;468,96143304007825;
